,Brand,Model Name,Type,Capacity in Tons,Star Rating,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Technology Used,Condenser Coil,Indoor Unit Weight,Outdoor Unit Weight,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Air Flow Direction,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Deodorizing Filter,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Emergency Operational Button,Power Requirement,Power Consumption,Price,indoor W,indoor h,indoor d,outdoor W,outdoor h,outdoor d,low Indoor Noise Level,high Indoor Noise Level
231,LIVPURE,HKS-IN12K3S19A,0,1,3,No Series,No,3550,Inverter,Yes,Yes,R32,"ECO, Turbo",Inverter,Copper,9.3,28,Hidden,No,Yes,4,,,No,Yes,2 Way Air Direction,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AC 230 V,1080 W,38990,80,29.5,23,78,55.7,24.1,Low - 37 dB,High - 55 dB
232,LIVPURE,HKS-IN12K3S19A,0,1,3,No Series,No,3550,Inverter,Yes,Yes,R32,"ECO, Turbo",Inverter,Copper,9.3,28,Hidden,No,Yes,4,,,No,Yes,2 Way Air Direction,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AC 230 V,1080 W,38990,80,29.5,23,78,55.7,24.1,Low - 37 dB,High - 55 dB
233,LIVPURE,HKS-IN12K3S19A,0,1,3,No Series,No,3550,Inverter,Yes,Yes,R32,"ECO, Turbo",Inverter,Copper,9.3,28,Hidden,No,Yes,4,,,No,Yes,2 Way Air Direction,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AC 230 V,1080 W,38990,80,29.5,23,78,55.7,24.1,Low - 37 dB,High - 55 dB
234,LIVPURE,HKS-IN12K3S19A,0,1,3,No Series,No,3550,Inverter,Yes,Yes,R32,"ECO, Turbo",Inverter,Copper,9.3,28,Hidden,No,Yes,4,,,No,Yes,2 Way Air Direction,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AC 230 V,1080 W,38990,80,29.5,23,78,55.7,24.1,Low - 37 dB,High - 55 dB
235,LIVPURE,HKS-IN12K3S19A,0,1,3,No Series,No,3550,Inverter,Yes,Yes,R32,"ECO, Turbo",Inverter,Copper,9.3,28,Hidden,No,Yes,4,,,No,Yes,2 Way Air Direction,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AC 230 V,1080 W,38990,80,29.5,23,78,55.7,24.1,Low - 37 dB,High - 55 dB
236,Lloyd,GLS18I36WRBP,0,1.5,3,No Series,No,5100,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,12.2,27.9,LED,No,Yes,3.83,,,Yes,Yes,2 Way Air Direction,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",1030.5 kWh,33990,100,32.7,22,44.5,60.5,94.2,Low - 35 dB,High - 55 dB
242,Lloyd,GLS12I36WRBP,0,1,3,No Series,No,3520,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,10,26.7,LED,No,No,3.83,,,Yes,Yes,2 Way Air Direction,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",745.89 kWh,29990,87.7,30,21.7,44.5,60.5,94.2,Low - 35 dB,High - 55 dB
249,Lloyd,LS18H31LF,0,1.5,3,No Series,Yes,5100,Rotary,Yes,Yes,R410A,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Dual Rotary Compressor,Copper,14,35,Hidden LED Display,No,Yes,4,,,No,Yes,4 Way,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1800 W,39000,110,33,23.5,80,54.5,31.5,Low - 35 dB,High - 55 dB
250,Lloyd,LS18I35WSHD,0,1.5,3,Magicool Pro,No,5550,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,12.3,33,LED,No,Yes,3.99,,,Yes,Yes,4 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",1077.45 kWh,39900,97,32,22,46.5,65,97, Low - 48 dB,High - 52 dB
257,Lloyd,LS18H31LF,0,1.5,3,No Series,Yes,5100,Rotary,Yes,Yes,R410A,,Dual Rotary Compressor,Copper,14,35,Hidden LED Display,No,No,4,,,No,Yes,4 Way,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1800 W,39000,110,33,23.5,80,54.5,31.5,Low - 35 dB,High - 55 dB
258,Lloyd,LS12B32WCHD,0,1,3,No Series,No,3650,Fixed Speed Compressor,Yes,Yes,R32,,Dual Rotary Compressor,Copper,12.3,30.9,,No,No,4,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",781.85 kWh,33054,97,32,22,87,56,36.5,Low - 35 dB,High - 55 dB
261,Lloyd,LS18I35WSHD,0,1.5,3,Magicool Pro,No,5550,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,12.3,33,LED,No,Yes,3.99,,,Yes,Yes,4 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",1077.45 kWh,39900,97,32,22,46.5,65,97, Low - 48 dB,High - 52 dB
262,Lloyd,LS18H31LF,0,1.5,3,No Series,Yes,5100,Rotary,Yes,Yes,R410A,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Dual Rotary Compressor,Copper,14,35,Hidden LED Display,No,Yes,4,,,No,Yes,4 Way,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1800 W,39000,110,33,23.5,80,54.5,31.5,Low - 35 dB,High - 55 dB
263,Lloyd,LS18H31LF,0,1.5,3,No Series,Yes,5100,Rotary,Yes,Yes,R410A,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Dual Rotary Compressor,Copper,14,35,Hidden LED Display,No,Yes,4,,,No,Yes,4 Way,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1800 W,39000,110,33,23.5,80,54.5,31.5,Low - 35 dB,High - 55 dB
264,Lloyd,LS18H31LF,0,1.5,3,No Series,Yes,5100,Rotary,Yes,Yes,R410A,,Dual Rotary Compressor,Copper,14,35,Hidden LED Display,No,No,4,,,No,Yes,4 Way,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1800 W,39000,110,33,23.5,80,54.5,31.5,Low - 35 dB,High - 55 dB
268,Lloyd,LS18I35WSHD,0,1.5,3,Magicool Pro,No,5550,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,12.3,33,LED,No,Yes,3.99,,,Yes,Yes,4 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",1077.45 kWh,39900,97,32,22,46.5,65,97, Low - 48 dB,High - 52 dB
272,Lloyd,GLS18I36WRBP,0,1.5,3,No Series,No,5100,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,12.2,27.9,LED,No,Yes,3.83,,,Yes,Yes,2 Way Air Direction,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",1030.5 kWh,33990,100,32.7,22,44.5,60.5,94.2,Low - 35 dB,High - 55 dB
275,Lloyd,LS18H31LF,0,1.5,3,No Series,Yes,5100,Rotary,Yes,Yes,R410A,,Dual Rotary Compressor,Copper,14,35,Hidden LED Display,No,No,4,,,No,Yes,4 Way,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1800 W,39000,110,33,23.5,80,54.5,31.5,Low - 35 dB,High - 55 dB
280,Lloyd,GLW12B32WSEW,1,1,3,No Series,No,3400,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,38,0,LED,No,No,2.91,,,Yes,Yes,2 Way Air Direction,,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",905.7 kWh,22500,57,38.5,60,0,0,0,Low - 35 dB,High - 55 dB
281,Lloyd,LS12B32WCHD,0,1,3,No Series,No,3650,Fixed Speed Compressor,Yes,Yes,R32,,Dual Rotary Compressor,Copper,12.3,30.9,,No,No,4.56,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",781.85 kWh,33054,97,32,22,87,56,36.5,Low - 35 dB,High - 55 dB
282,Lloyd,LS12B32MX,0,1,3,No Series,No,3400,Rotary,Yes,Yes,R32,,Dual Rotary Compressor,Copper,11,34,,No,No,4.56,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,AC 230 V,1445 W,26399,800,230,295,780,557,241,Low - 35 dB,High - 55 dB
287,Lloyd,GLS12I36WRBP,0,1,3,No Series,No,3520,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,10,26.7,LED,No,No,3.83,,,Yes,Yes,2 Way Air Direction,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",745.89 kWh,29990,87.7,30,21.7,44.5,60.5,94.2,Low - 35 dB,High - 55 dB
237,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
238,Lloyd,LW19I52MZ,1,1.5,5,No Series,No,5050,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,55,26,LED,Yes,Yes,3.4,Hydrophilic aluminum,Anti Corrosive Blue Fins,Yes,Yes,2 Way Air Direction,4 Way Air Swing,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1149.83 kWh,34855,77,66,43,73,52.5,29.2,Low - 45 dB,High - 55 dB
239,Lloyd,LW19I52MZ,1,1.5,5,No Series,No,5050,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,55,26,LED,Yes,Yes,3.4,Hydrophilic aluminum,Anti Corrosive Blue Fins,Yes,Yes,2 Way Air Direction,4 Way Air Swing,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1149.83 kWh,34855,77,66,43,73,52.5,29.2,Low - 45 dB,High - 55 dB
240,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
241,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
243,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
244,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
245,Lloyd,LS18I55WBHD,0,1.5,5,No Series,No,5550,Dual Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,12.3,33,LED,No,No,4.54,,,Yes,Yes,4 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",946.91 kWh,44560,97,32,22,46.5,65,97,Low - 35 dB,High - 55 dB
246,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
247,Lloyd,LW19I52MZ,1,1.5,5,No Series,No,5050,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,55,26,LED,Yes,Yes,3.4,Hydrophilic aluminum,Anti Corrosive Blue Fins,Yes,Yes,2 Way Air Direction,4 Way Air Swing,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1149.83 kWh,34855,77,66,43,73,52.5,29.2,Low - 45 dB,High - 55 dB
248,Lloyd,LW19I52MZ,1,1.5,5,No Series,No,5050,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,55,26,LED,Yes,Yes,3.4,Hydrophilic aluminum,Anti Corrosive Blue Fins,Yes,Yes,2 Way Air Direction,4 Way Air Swing,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1149.83 kWh,34855,77,66,43,73,52.5,29.2,Low - 45 dB,High - 55 dB
251,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
252,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
253,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
254,Lloyd,LS18I55WBHD,0,1.5,5,No Series,No,5550,Dual Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,12.3,33,LED,No,No,4.54,,,Yes,Yes,4 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",946.91 kWh,44560,97,32,22,46.5,65,97,Low - 35 dB,High - 55 dB
255,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
256,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
259,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
260,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
265,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
266,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
267,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
269,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
270,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
271,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
273,Lloyd,LW19I52MZ,1,1.5,5,No Series,No,5050,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,55,26,LED,Yes,Yes,3.4,Hydrophilic aluminum,Anti Corrosive Blue Fins,Yes,Yes,2 Way Air Direction,4 Way Air Swing,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1149.83 kWh,34855,77,66,43,73,52.5,29.2,Low - 45 dB,High - 55 dB
274,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
276,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
277,Lloyd,LW19I52MZ,1,1.5,5,No Series,No,5050,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,55,26,LED,Yes,Yes,3.4,Hydrophilic aluminum,Anti Corrosive Blue Fins,Yes,Yes,2 Way Air Direction,4 Way Air Swing,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1149.83 kWh,34855,77,66,43,73,52.5,29.2,Low - 45 dB,High - 55 dB
278,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
279,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
283,Lloyd,LW19I52MZ,1,1.5,5,No Series,No,5050,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Dual Rotary Compressor,Copper,55,26,LED,Yes,Yes,3.4,Hydrophilic aluminum,Anti Corrosive Blue Fins,Yes,Yes,2 Way Air Direction,4 Way Air Swing,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1149.83 kWh,34855,77,66,43,73,52.5,29.2,Low - 45 dB,High - 55 dB
284,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
285,Lloyd,LS12I56HAWA,0,1,5,Turbocool,No,3520,Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary,Copper,10,26.7,LED Digital Display,Yes,Yes,3.4,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,35489,87,20,29.8,56,56,36.5, Low - 28 dB,High - 45 dB
