,Brand,Model Name,Type,Capacity in Tons,Star Rating,Color,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Technology Used,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Air Flow Direction,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Deodorizing Filter,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Emergency Operational Button,Power Requirement,Power Consumption,LED Backlit Buttons,Night Glow Buttons on Remote,Battery Type,Price
551,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",Kaze Plus,No,4982 W,Rotary,Yes,Yes,R-32,"Auto, Cool, Fan, Dry",Inverter,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,Low - 48 dB,No,No,Yes,3.67 W/W,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,No,No,AAA Batteries,"31,990"
552,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",,No,4982 W,Rotary,Yes,Yes,,,,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,,,,Yes,3.67 W/W,,,No,,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1748 W,,,,"31,990"
553,LG,KS-Q18MWXD,Split,1.5 Ton,3 Star BEE Rating,"White, Grey",,No,5000 W,Smart Inverter Compressor,Yes,Yes,,,,Copper,837 mm x 302 mm x 189 mm,9 kg,770 mm x 545 mm x 288 mm,32.5 kg,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,AC 230 V,1740 W,,,2,"40,990"
554,SAMSUNG,AR18AY4ZAPG,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,88.9 cm x 29.9 cm x 21.5 cm,10.1 kg,72 cm x 54.8 cm x 26.5 cm,27.8 kg,Low - 43 dB,Yes,,Yes,4.1 W/W,Golden,Blue,Yes,Yes,Two Way,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,AC 230 V,940.09 W,Yes,Yes,2 AAA Batteries,"33,750"
555,LG,LS-Q12JNXA,Split,1 Ton,3 Star BEE Rating,White,Estra N,No,3283 W,Dual Rotary,Yes,Yes,R32,NA,Dual Cool,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,71.7 cm x 49.5 cm x 23 cm,23.3 kg,High - 21 dB,Yes,Yes,Yes,3.73 W/W,Hydrophilic Aluminium Fin,Ocean Black Fin,Yes,Yes,2 Way Air Direction,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",680.58 W,Yes,Yes,2 AAA Batteries,"31,990"
556,Lloyd,LS18H31LF,Split,1.5 Ton,3 Star BEE Rating,White,,Yes,5100 W,Rotary,Yes,Yes,R410A,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,110 cm x 33 cm x 23.5 cm,14 kg,80 cm x 54.5 cm x 31.5 cm,35 kg,,Hidden LED Display,,Yes,4 W/W,,,,Yes,4 Way,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,,"AC 220 - 240 V, 50 Hz",1800 W,,,2 AAA Batteries,"39,000"
557,Lloyd,LS18H31LF,Split,1.5 Ton,3 Star BEE Rating,White,,Yes,5100 W,Rotary,Yes,Yes,R410A,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,110 cm x 33 cm x 23.5 cm,14 kg,80 cm x 54.5 cm x 31.5 cm,35 kg,,Hidden LED Display,,Yes,4 W/W,,,,Yes,4 Way,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,,"AC 220 - 240 V, 50 Hz",1800 W,,,2 AAA Batteries,"39,000"
558,Lloyd,LS18H31LF,Split,1.5 Ton,3 Star BEE Rating,White,,Yes,5100 W,Rotary,Yes,Yes,R410A,,,Copper,110 cm x 33 cm x 23.5 cm,14 kg,80 cm x 54.5 cm x 31.5 cm,35 kg,,Hidden LED Display,,,4 W/W,,,,Yes,4 Way,,Yes,Yes,,Yes,Yes,,,Yes,,Yes,,"AC 220 - 240 V, 50 Hz",1800 W,,,,"39,000"
559,Lloyd,LS12I56HAWA,Split,1 Ton,5 Star BEE Rating,Print White,Turbocool,No,3520 W,Inverter Compressor,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary Compressor,Copper,87 cm x 20 cm x 29.8 cm,10 kg,56 cm x 56 cm x 36.5 cm,26.7 kg,"High - 45 dB, Low - 28 dB",LED Digital Display,Yes,Yes,3.4 W/W,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,No,Yes,2 AAA Batteries,"35,489"
560,Voltas,155V DZW (R32),Split,1.2 Ton,5 Star BEE Rating,White,,,4000 W,High EER Rotary - BLDC,Yes,Yes,R32,,,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28.5 kg,,LED,,Yes,5 W/W,,,,Yes,,Air Vent: Cross Flow,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,"AC 230 V, 50 Hz",1010 W,,Yes,,"32,990"
561,SAMSUNG,AR24AY4YATZ,Split,2 Ton,4 Star BEE Rating,White,,No,6000 W,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,105.5 cm x 29.9 cm x 21.5 cm,11.6 kg,88 cm x 63.8 cm x 31 cm,38.5 kg,,Yes,,Yes,4 W/W,,,,Yes,,Air Vent: Cross Flow,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,AC 230 V,1158.53 W,,Yes,2 AAA Batteries,"60,490"
562,Blue Star,5W18GBTI,Window,1.5 Ton,5 Star BEE Rating,White,,No,5190 W,Rotary,Yes,Yes,R32,"Comfort Sleep, Modes - (Auto/Cool/ Fan / Dry), Turbo Cooling",,Copper,66 cm x 43 cm x 77 cm,55 kg,,,,,,,3.57 W/W,Hydrophilic Blue Fins,Anti-Corrosive Blue Fins,,,,,No,Yes,,Yes,,,,Yes,,No,,AC 220 - 240 V,5190 W,,,,"36,000"
563,Hitachi,RAW318HDEA,Window,1.5 Ton,3 Star BEE Rating,White,Shizuka,No,5100 W,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,66 cm x 43 cm x 75.5 cm,50.5 kg,900 mm x 650 mm x 365 mm,44 kg,Low - 40 dB,No,Yes,Yes,3.09 W/W,Blue,Anti-corrosive Blue Fins,,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,No,No,2,"33,490"
564,LumX,LX184INHDM,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Inverter Compressor,No,Yes,R32,"Cool, Dry, Fan",Inverter,Copper,30 cm x 22.5 cm x 30 cm,13.3 kg,83.5 cm x 55.5 cm x 29.5 cm,29.5 kg,High - 35 dB,No,No,Yes,4.1 W/W,,Ocean Black Fin,No,Yes,2 Way,4 Way Air Swing,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,Yes,,"AC 230 V, 50 Hz",1470 W,Yes,Yes,AAA Batteries,"29,990"
565,SAMSUNG,AR18AYNZBBE/AR18AYNZBBENNA /AR18AYNZBBEXNA,Split,1.5 Ton,5 Star BEE Rating,White,,,5000 W,Rotary,Yes,Yes,,"Auto Mode, Fast Cool, Good Sleep, Dehumidification, Fan Mode",,Copper,105.5 cm x 29.9 cm x 21.5 cm,11.4 kg,88 cm x 63.8 cm x 31 cm,37 kg,,,,,4.65 W/W,,,,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,AC 230 V,1380 W,,,AAA Batteries,"35,990"
566,O General,AXGT18FHTC-B,Window,1.5 Ton,3 Star BEE Rating,White,,,5370 W,Rotary,Yes,Yes,,,,Copper,0.67 cm x 0.455 cm x 0.71 cm,56 kg,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,AC 230 V,1410 W,,,,"38,500"
567,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,Split,1.5 Ton,3 Star BEE Rating,White,Magicool Pro,No,5000 W,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,79.8 cm x 29.3 cm x 23 cm,9 kg,78 cm x 55 cm x 29 cm,33 kg,"High - 48 dB, Low - 25 dB",No,No,Yes,4 W/W,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,Yes,Yes,2 AAA Batteries,"39,990"
568,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,Split,1 Ton,3 Star BEE Rating,"White, Blue1",,No,3517 W,Rotary,Yes,Yes,,,,Copper,80.5 cm x 28.5 cm x 19.4 cm,11 kg,72 cm x 49.5 cm x 27 cm,21 kg,,,,Yes,3.8 W/W,,,No,,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1150 W,,,,"28,990"
569,Sansui,SAC153SIAP,Split,1.5 Ton,3 Star BEE Rating,"White, Gold",,No,5150 W,Dual Rotary,Yes,Yes,R-32,Eco Mode,Dual Rotary Compressor,Copper,1070 mm x 290 mm x 220 mm,9 Kg,824 mm x 619 mm x 299 mm,28 Kg,Low - 56 dB,Yes,Yes,Yes,3.8 W/W,Hydrophilic Aluminum,Hydrophobic Aluminium,Yes,Yes,,,Yes,Yes,No,Yes,,,Yes,Yes,Yes,Yes,,"AC 230 V, 50 Hz",1352 W,,Yes,2 AAA Batteries,"30,490"
570,IFFALCON by TCL,FAC-12CSD/V3,Split,1 Ton,3 Star BEE Rating,White,E3,No,3550 W,Eco-Tropical Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Fan Mode, Auto Mode�",Eco Tropical Inverter Technology,Copper,77.7 cm x 25 cm x 20.5 cm,8.5 kg,75.4 cm x 55.2 cm x 30 cm,25 kg,"High - 40 dB, Low - 32 dB",LED Digital,Yes,Yes,3.65 W/W,Titan Gold,Titan Gold,Yes,Yes,4 Way,4 Step Fan Speed,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 165 - 245 V, 50 Hz",1210 W,Yes,Yes,2 AAA Batteries,"25,490"
571,Voltas,125V DZX,Split,1 Ton,5 Star BEE Rating,White,Shizuka,No,3600 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28 kg,"High - 31 dB, Low - 26 dB",LED,Yes,No,2.91 W/W,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,Yes,Yes,2,"35,590"
572,SAMSUNG,AR18AY4ZAPG,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,88.9 cm x 29.9 cm x 21.5 cm,10.1 kg,72 cm x 54.8 cm x 26.5 cm,27.8 kg,Low - 43 dB,Yes,,Yes,4.1 W/W,Golden,Blue,Yes,Yes,Two Way,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,AC 230 V,940.09 W,Yes,Yes,2 AAA Batteries,"33,750"
573,O General,ASGG24CPTA-B,Split,2 Ton,3 Star BEE Rating,White,,No,3500 W,Hyper Tropical Rotary Compressor,Yes,Yes,R410A,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Dual Rotary Compressor,Copper,98 cm x 28 cm x 24 cm,65 kg,24 cm x 54.1 cm x 28 cm,65 kg,"High - 37 dB, Low - 21 dB",Yes,Yes,Yes,3 W/W,Hydrophilic Aluminum,Hydrophobic Aluminium,No,Yes,,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,,AC 230 V,2140 W,,Yes,2 AAA Batteries,"60,990"
574,Blue Star,IC318EBTU,Split,1.5 Ton,3 Star BEE Rating,White,,No,4850 W,Inverter Compressor,Yes,Yes,R32,"Auto, Cool, Fan, Dry",,Copper,840 mm x 270 mm x 210 mm,9 kg,84 cm x 54 cm x 30 cm,26.8 kg,Low - 43 dB,Yes,,Yes,3.85 W/W,,Anti-corrosive Blue Fins,,Yes,,4 Way Air Swing,No,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,"AC 230 V, 50 Hz",975.37 W,No,,2 AAA Batteries,"37,999"
575,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",Kaze Plus,No,4982 W,Rotary,Yes,Yes,R-32,"Auto, Cool, Fan, Dry",Inverter,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,Low - 48 dB,No,No,Yes,3.67 W/W,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,No,No,AAA Batteries,"31,990"
576,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",,No,4982 W,Rotary,Yes,Yes,R-32,,,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,,,,Yes,3.67 W/W,,,No,Yes,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1748 W,,,,"31,990"
577,Hitachi,RAW511HEDO,Window,1 Ton,5 Star BEE Rating,White,Kaze Plus,No,3517 W,Rotary,Yes,Yes,R32,Auto Power Save Mode,,Copper,66 cm x 43 cm x 75.5 cm,52 kg,80 cm x 55 cm x 27.5 cm,30 kg,,No,,,3.45 W/W,,,,Yes,4 Way,,No,Yes,,Yes,Yes,,,Yes,,Yes,,"AC 230 V, 50 Hz",789.14 W,,,2,"27,490"
578,Voltas,123 VDZX (R-410A)/123 VDZX (R-32),Split,1 Ton,3 Star BEE Rating,White,,,3500 W,Rotary,Yes,Yes,"R410,R32",,,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,77.5 cm x 49 cm x 30 cm,26.5 kg,"High - 39 dB, Low - 29 dB",,,,3 W/W,,,,Yes,,Air Flow Rate: Indoor Unit - 9.7 CMH,Yes,Yes,,Yes,Yes,,,Yes,,Yes,,"AC 230 V, 50 Hz",704 W,,,,"30,480"
579,LG,LS-Q12JNXA,Split,1 Ton,3 Star BEE Rating,White,Estra N,No,3283 W,Dual Rotary,Yes,Yes,R32,NA,Dual Cool,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,71.7 cm x 49.5 cm x 23 cm,23.3 kg,High - 21 dB,Yes,Yes,Yes,3.73 W/W,Hydrophilic Aluminium Fin,Ocean Black Fin,Yes,Yes,2 Way Air Direction,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",680.58 W,Yes,Yes,2 AAA Batteries,"31,990"
580,SAMSUNG,AR12AYMZABENNA/XNA,Split,1 Ton,4 Star BEE Rating,White,,,3300 W,Inverter Compressor,Yes,Yes,,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,82 cm x 29.9 cm x 21.5 cm,9 kg,72 cm x 54.8 cm x 26.5 cm,24.3 kg,,Yes,,,,,,,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,AC 230 V,634.66 W,,,2 AAA Batteries,"29,490"
581,Voltas,183 VCZJ(R32)/183 VCZJ2(R32),Split,1.5 Ton,3 Star BEE Rating,White,,No,5100 W,High EER Rotary,Yes,Yes,,,,Copper,920 mm x 390 mm x 124 mm,15 kg,635 mm x 654 mm x 524 mm,28 kg,,,,,,,,,,,,Yes,Yes,,No,,,,,,,,AC 230 V,1590 W,,,,"33,490"
582,Sansui,SAC103SIA,Split,1 Ton,3 Star BEE Rating,White,,,3550 W,Rotary,Yes,Yes,R-32,"Turbo Mode, Sleep Mode",Rotary Compressor with BLDC motor,Copper,800 mm x 230 mm x 295 mm,9.3 kg,780 mm x 241 mm x 557 mm,26 Kg,,Yes,,Yes,3.8 W/W,Hydrophilic aluminum,Hydrophobic aluminium,Yes,Yes,,,No,Yes,No,Yes,,,,Yes,Yes,Yes,,"AC 230 V, 50 Hz",1045 W,,,2 AAA Batteries,"27,990"
583,Lloyd,LS12I56HAWA,Split,1 Ton,5 Star BEE Rating,Print White,Turbocool,No,3520 W,Inverter Compressor,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary Compressor,Copper,87 cm x 20 cm x 29.8 cm,10 kg,56 cm x 56 cm x 36.5 cm,26.7 kg,"High - 45 dB, Low - 28 dB",LED Digital Display,Yes,Yes,3.4 W/W,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,No,Yes,2 AAA Batteries,"35,489"
584,Voltas,155V DZW (R32),Split,1.2 Ton,5 Star BEE Rating,White,,No,4000 W,High EER Rotary - BLDC,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Precision Cooling Technology,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28.5 kg,"High - 58 dB, Low - 43 dB",LED,,Yes,5 W/W,Anti-corrosive Blue Fins,Anti-corrosive Blue Fins,No,Yes,,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,"AC 230 V, 50 Hz",1010 W,No,Yes,2 AAA Batteries,"32,990"
585,Lloyd,LS18H31LF,Split,1.5 Ton,3 Star BEE Rating,White,,Yes,5100 W,Rotary,Yes,Yes,R410A,,,Copper,110 cm x 33 cm x 23.5 cm,14 kg,80 cm x 54.5 cm x 31.5 cm,35 kg,,Hidden LED Display,,,4 W/W,,,,Yes,4 Way,,Yes,Yes,,Yes,Yes,,,Yes,,Yes,,"AC 220 - 240 V, 50 Hz",1800 W,,,,"39,000"
586,Panasonic,CS-SU24XKYW/CU-SU24XKYW,Split,2 Ton,3 Star BEE Rating,White,,,6200 W,Twin Rotary,Yes,Yes,R-32,"Auto, Cool, Fan, Dry",,Copper,107 cm x 29 cm x 23.5 cm,12 kg,81 cm x 59.3 cm x 31.4 cm,26 kg,Low - 50 dB,,,,,,,,,,,No,Yes,,Yes,,,,Yes,,,,AC 230 V,1264.42 W,,,AAA Batteries,"65,500"
587,Hitachi,RAW318HDEA,Window,1.5 Ton,3 Star BEE Rating,White,Shizuka,No,5100 W,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,66 cm x 43 cm x 75.5 cm,50.5 kg,900 mm x 650 mm x 365 mm,44 kg,Low - 40 dB,No,Yes,Yes,3.09 W/W,Blue,Anti-corrosive Blue Fins,,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,No,No,2,"33,490"
588,Hitachi,RAFG512HEEA/EAFG512HEEA/CAFG512HEEA,Split,1 Ton,5 Star BEE Rating,Gold,Yugen,No,3516 W,Rotary,Yes,Yes,R410A,"Fan Mode, Auto Mode, Cool Mode, Dry Mode",Insta Kool,Copper,798 mm x 295 mm x 239 mm,9.5 kg,658 mm x 530 mm x 274 mm,38 kg,"High - 45 dB, Low - 26 dB",No,Yes,Yes,4.65 W/W,Blue Coating,Bare,No,Yes,2 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,"AC 230, 50 Hz",965 W,Yes,Yes,2,"34,490"
589,Whirlpool,Maxicool Pro,Split,1.5 Ton,3 Star BEE Rating,White,,No,1950 W,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry, Powerful, Sleep",,Copper,890 mm x 220 mm x 300 mm,10 kg,715 mm x 540 mm x 240 mm,23 kg,,,,,4 W/W,,,,,,,No,Yes,,Yes,,,,,,,,"AC 230 V, 50 Hz, Single Phase",1087.22 W,,,,"33,099"
590,LG,KS-Q12ENXA,Split,1 Ton,3 Star BEE Rating,White,Emerald,No,3500 W,Dual Rotary,Yes,Yes,R-32,,Dual Inverter,Copper,837 mm x 302 mm x 189 mm,9 kg,715 mm x 495 mm x 230 mm,24.5 kg,,LED,Yes,Yes,5 W/W,,,,Yes,2 Way,Air Vent: Cross Flow,Yes,Yes,,Yes,Yes,No,,Yes,,Yes,,AC 230 V,1080 W,,No,2 AAA Batteries,"33,499"
591,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,Split,1.5 Ton,3 Star BEE Rating,White,Magicool Pro,No,5000 W,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,79.8 cm x 29.3 cm x 23 cm,9 kg,78 cm x 55 cm x 29 cm,33 kg,"High - 48 dB, Low - 25 dB",No,No,Yes,4 W/W,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,Yes,Yes,2 AAA Batteries,"39,990"
592,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,Split,1 Ton,3 Star BEE Rating,"White, Blue1",,No,3517 W,Rotary,Yes,Yes,,,,Copper,80.5 cm x 28.5 cm x 19.4 cm,11 kg,72 cm x 49.5 cm x 27 cm,21 kg,,,,Yes,3.8 W/W,,,No,,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1150 W,,,,"28,990"
593,TOSHIBA,RAS-13TKCV5G-INZ / RAS-13TACV5G-INZ,Split,1 Ton,5 Star BEE Rating,White,,No,3700 W,Rotary,Yes,Yes,R32,,,Copper,79.8 cm x 29.3 cm x 23 cm,10 kg,78 cm x 55 cm x 29 cm,26 kg,"High - 45 dB, Low - 23 dB",No,No,Yes,5 W/W,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,,,,"AC 230 - 240 V, 50 Hz",1050 W,,,2 AAA Batteries,"38,990"
594,TOSHIBA,RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ,Split,1 Ton,3 Star BEE Rating,White,Zunoh,No,3500 W,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry, Powerful, Sleep",,Copper,79.8 cm x 29.3 cm x 23 cm,10 kg,66 cm x 53 cm x 24 cm,22 kg,"High - 43 dB, Low - 23 dB",No,No,Yes,4 W/W,,,Yes,Yes,4 Way,,No,Yes,,Yes,Yes,No,No,Yes,,Yes,,"AC 230 - 240 V, 50 Hz",1200 W,,,2 AAA Batteries,"34,490"
595,Voltas,125V DZX,Split,1 Ton,5 Star BEE Rating,White,Shizuka,No,3600 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28 kg,"High - 31 dB, Low - 26 dB",LED,Yes,No,2.91 W/W,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,Yes,Yes,2,"35,590"
596,SAMSUNG,AR18AY4ZAPG,Split,1.5 Ton,4 Star BEE Rating,White,,,5000 W,Digital Inverter Compressor,Yes,Yes,,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,88.9 cm x 29.9 cm x 21.5 cm,10.1 kg,72 cm x 54.8 cm x 26.5 cm,27.8 kg,,Yes,,,,,,,Yes,,,No,Yes,Yes,Yes,,,Yes,Yes,,,,AC 230 V,940.09 W,,,2 AAA Batteries,"33,750"
597,Hitachi,RAFG512HEEA/EAFG512HEEA/CAFG512HEEA,Split,1 Ton,5 Star BEE Rating,Gold,Yugen,No,3516 W,Rotary,Yes,Yes,R410A,"Fan Mode, Auto Mode, Cool Mode, Dry Mode",Insta Kool,Copper,798 mm x 295 mm x 239 mm,9.5 kg,658 mm x 530 mm x 274 mm,38 kg,"High - 45 dB, Low - 26 dB",No,Yes,Yes,4.65 W/W,Blue Coating,Bare,No,Yes,2 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,"AC 230, 50 Hz",965 W,Yes,Yes,2,"34,490"
598,Whirlpool,Maxicool Pro,Split,1.5 Ton,3 Star BEE Rating,White,,Yes,1950 W,Rotary,Yes,Yes,R32,"4 Modes (100%, 80%, 60% & 40%), Himalaya Cooling",,Copper,890 mm x 220 mm x 300 mm,10 kg,715 mm x 540 mm x 240 mm,23 kg,,,,,4 W/W,,,,,,,No,Yes,,Yes,,,,,,,,"AC 230 V, 50 Hz, Single Phase",1087.22 W,,,,"33,099"
